Type,Security,Price,Time,DayMovingAverage
Sell,SHW,628.1,54:28.6,627.2928711
Sell,CINF,82.83,54:28.9,82.25214424
Buy,BLNK,6.95,54:29.1,7.023931798
Buy,OSMT,5.411,55:30.8,5.414169112
Sell,WIMI,7.69,55:31.0,7.687191652
Buy,BA,171.06,55:31.2,171.2848876
Sell,TRV,116.88,56:32.8,116.7280647
Sell,BLNK,7.07,56:33.0,7.023931798
Sell,OSMT,5.42,57:34.6,5.414169112
Sell,CATY,25.1,57:34.8,25.08238902
Sell,BA,171.7701,57:35.0,171.2848876
Buy,BA,171.2682,59:37.6,171.2848876
Sell,BA,171.7285,00:39.2,171.2848876
Sell,AXP,95.29,01:41.0,95.26857816
Sell,WMT,131.395,02:42.6,131.3920076
Buy,WMT,131.27,03:44.2,131.3920076
Sell,WMT,131.4699,04:45.8,131.3920076
Buy,AXP,95.215,04:46.0,95.26857816
Buy,WMT,131.31,05:48.4,131.3920076
Buy,RADA,6.41,06:49.7,6.418594615
Sell,UNH,299.73,06:50.0,299.417659
Sell,WMT,131.58,06:50.2,131.3920076
Buy,UNH,299.34,07:51.6,299.417659
Sell,AXP,95.32,07:51.8,95.26857816
Sell,UNH,299.475,09:55.8,299.417659
Buy,HEAR,18.4952,11:58.6,18.52965948
Buy,AXP,95.205,11:58.8,95.26857816
Buy,OSMT,5.41,13:00.3,5.414169112
Sell,AXP,95.2855,13:00.5,95.26857816
Buy,ALT,23.725,13:00.7,23.73485806
Sell,ALT,23.93,14:02.0,23.73485806
Sell,GS,202.95,14:02.2,202.8916741
Sell,OSMT,5.42,15:04.6,5.414169112
Sell,HEAR,18.545,16:06.0,18.52965948
Buy,OSMT,5.41,16:06.2,5.414169112
Buy,CATY,25.06,16:06.5,25.08238902
Sell,OSMT,5.44,17:07.8,5.414169112
Sell,EA,135.91,18:09.2,135.8161268
Buy,ALT,23.68,18:09.4,23.73485806
Buy,HEAR,18.48,19:11.0,18.52965948
Buy,EA,135.76,19:11.3,135.8161268
Sell,CATY,25.12,19:11.5,25.08238902
Sell,CZR,30.48,19:11.8,30.41997652
Sell,HEAR,18.56,20:13.2,18.52965948
Sell,EA,135.83,21:14.6,135.8161268
Sell,ALT,23.835,21:14.9,23.73485806
Buy,CATY,25.07,22:16.5,25.08238902
Buy,ALT,23.7,22:16.7,23.73485806
Buy,HEAR,18.52,24:19.6,18.52965948
Buy,EA,135.7,24:19.9,135.8161268
Buy,PSTX,14.8,24:20.1,14.83041522
Buy,TRV,116.705,25:21.7,116.7280647
Sell,HEAR,18.5399,26:24.1,18.52965948
Buy,HEAR,18.285,27:25.7,18.52965948
Buy,AXP,95.23,27:25.9,95.26857816
Sell,PSTX,14.85,27:26.2,14.83041522
Buy,OSMT,5.41,28:27.5,5.414169112
Buy,BA,171.09,28:27.7,171.2848876
Sell,EA,135.82,29:29.8,135.8161268
Sell,OSMT,5.4148,30:31.2,5.414169112
Sell,JNJ,147.89,30:31.4,147.809726
Sell,BA,171.34,30:31.6,171.2848876
Buy,EA,135.71,31:33.0,135.8161268
Buy,JNJ,147.73,31:33.2,147.809726
Buy,GS,202.75,31:33.4,202.8916741
Buy,BA,170.7144,31:33.7,171.2848876
Buy,CCL,14.0053,31:33.9,14.03484934
Sell,ALT,23.75,33:36.4,23.73485806
Buy,CZR,30.331,33:36.6,30.41997652
Sell,CCL,14.0401,33:36.8,14.03484934
Buy,CXO,52.6,34:39.2,52.69122239
Buy,SINA,40.09,35:40.5,40.091347
Sell,JNJ,147.89,35:40.7,147.809726
Buy,AMKR,13.84,35:40.9,13.88709737
Buy,ALT,23.6201,35:42.1,23.73485806
Sell,CZR,30.42,35:42.4,30.41997652
Buy,PSTX,14.7399,35:42.6,14.83041522
Buy,OSMT,5.38,36:45.2,5.414169112
Buy,PFG,44.63,36:45.4,44.6395928
Buy,CZR,30.355,37:46.9,30.41997652
Sell,EA,135.86,38:48.2,135.8161268
Buy,JNJ,147.79,38:48.4,147.809726
Sell,OSMT,5.415,39:49.8,5.414169112
Sell,CZR,30.43,39:50.0,30.41997652
Buy,OSMT,5.39,40:51.5,5.414169112
Sell,AMKR,13.91,40:51.7,13.88709737
Buy,CZR,30.39,40:51.9,30.41997652
Buy,XOM,43.66,42:55.0,43.68466057
Buy,JPM,96.855,44:58.4,96.9727611
Buy,AMKR,13.84,44:58.6,13.88709737
Buy,CCL,13.98,44:58.9,14.03484934
Sell,SINA,40.1,46:00.5,40.091347
Buy,EA,135.78,46:00.7,135.8161268
Sell,AMKR,13.9627,46:00.9,13.88709737
Sell,HEAR,18.625,47:03.1,18.52965948
Sell,EA,135.955,48:04.4,135.8161268
Buy,JAKK,6.1601,50:07.1,6.236831217
Sell,XOM,43.7,51:08.5,43.68466057
Buy,UNH,299.37,52:09.9,299.417659
Sell,UNH,299.74,53:11.5,299.417659
Sell,JPM,97.02,53:11.7,96.9727611
Sell,JAKK,6.3,53:12.0,6.236831217
Sell,BA,171.3859,53:12.2,171.2848876
Buy,JAKK,6.235,54:13.6,6.236831217
Buy,XOM,43.675,55:15.3,43.68466057
Sell,XOM,43.7588,56:16.7,43.68466057
Sell,JAKK,6.25,56:16.9,6.236831217
Sell,CCL,14.06,56:17.1,14.03484934
Sell,ALT,23.78,57:18.5,23.73485806
Buy,UNH,299.4,58:19.9,299.417659
Sell,CZR,30.45,58:20.1,30.41997652
Buy,SINA,40.0817,01:25.1,40.091347
Buy,ALT,23.67,01:25.3,23.73485806
Buy,BA,171.2501,04:29.2,171.2848876
Buy,EA,135.7,06:32.7,135.8161268
Buy,JPM,96.95,06:32.9,96.9727611
Sell,SINA,40.11,08:35.7,40.091347
Sell,UNH,299.535,09:37.0,299.417659
Sell,JPM,96.98,09:37.3,96.9727611
Buy,UNH,299.38,11:41.2,299.417659
Sell,PGR,87.59,12:42.8,87.58248612
Sell,BA,171.619,12:43.0,171.2848876
Buy,INO,21.54,12:43.2,21.54093532
Sell,INO,21.63,13:44.6,21.54093532
Sell,EA,135.92,15:47.2,135.8161268
Sell,UNH,299.46,16:48.6,299.417659
Buy,INO,21.53,16:48.8,21.54093532
Buy,EA,135.7,18:52.2,135.8161268
Buy,UHS,108.72,20:54.7,108.7220781
Sell,UHS,108.84,21:56.1,108.7220781
Buy,UNH,299.4,22:57.5,299.417659
Buy,JAKK,6.22,22:57.7,6.236831217
Sell,HD,267.49,23:59.1,267.3467334
Buy,UHS,108.1922,23:59.4,108.7220781
Buy,PGR,87.58,25:00.7,87.58248612
Sell,UNH,299.64,26:02.9,299.417659
Sell,PGR,87.64,26:03.1,87.58248612
Sell,UHS,108.935,26:03.4,108.7220781
Sell,JAKK,6.25,26:03.6,6.236831217
Sell,DE,176.06,28:06.2,176.0191346
Buy,UHS,108.4897,28:06.4,108.7220781
Buy,JAKK,6.22,32:11.9,6.236831217
Sell,JAKK,6.29,35:15.7,6.236831217
Sell,INO,21.58,36:17.6,21.54093532
Sell,UHS,108.94,38:20.2,108.7220781
Sell,EA,135.85,40:22.8,135.8161268
Buy,INO,21.5,40:23.0,21.54093532
Buy,EA,135.78,42:25.6,135.8161268
Buy,JAKK,6.235,42:25.9,6.236831217
Buy,CZR,30.3181,43:27.2,30.41997652
Sell,EA,135.85,44:28.6,135.8161268
Buy,EA,135.81,45:30.0,135.8161268
Buy,UHS,108.65,46:31.5,108.7220781
Sell,UHS,109,47:32.8,108.7220781
Sell,FUV,5.65,51:37.9,5.582379461
Sell,JAKK,6.24,52:39.1,6.236831217
Buy,HD,267.33,54:41.7,267.3467334
Buy,JAKK,6.2178,55:43.1,6.236831217
Buy,PGR,87.55,56:44.5,87.58248612
Buy,UHS,108.63,57:45.8,108.7220781
Buy,KO,48.425,57:46.0,48.42695973
Sell,PGR,87.59,58:47.4,87.58248612
Sell,UHS,108.725,58:47.7,108.7220781
Buy,PGR,87.575,59:48.9,87.58248612
Sell,CZR,30.45,01:51.9,30.41997652
Sell,PGR,87.59,03:54.3,87.58248612
Sell,KO,48.435,03:54.6,48.42695973
Buy,PGR,87.56,04:56.1,87.58248612
Buy,CZR,30.385,04:56.3,30.41997652
Buy,KO,48.395,04:56.5,48.42695973
Sell,PGR,87.595,05:57.9,87.58248612
Sell,JAKK,6.2402,05:58.1,6.236831217
Buy,PGR,87.58,06:59.5,87.58248612
Sell,JNJ,147.84,08:00.8,147.809726
Sell,ALT,23.74,08:01.0,23.73485806
Buy,JNJ,147.79,12:06.2,147.809726
Buy,JAKK,6.21,12:06.4,6.236831217
Sell,JNJ,147.84,13:07.8,147.809726
Buy,UHS,108.72,13:08.1,108.7220781
Sell,CZR,30.44,13:08.3,30.41997652
Sell,JAKK,6.26,13:08.5,6.236831217
Buy,JNJ,147.8,14:10.0,147.809726
Sell,JNJ,147.9,16:12.7,147.809726
Sell,UHS,108.89,16:12.9,108.7220781
Buy,JNJ,147.78,19:16.4,147.809726
Buy,XOM,43.6699,20:17.9,43.68466057
Buy,JAKK,6.2019,20:18.2,6.236831217
Sell,JAKK,6.2433,22:20.9,6.236831217
Buy,JAKK,6.2367,26:26.0,6.236831217
Buy,DIS,116.45,26:26.2,116.4539289
Sell,DIS,116.4826,27:28.2,116.4539289
Buy,JPM,96.965,28:29.5,96.9727611
Buy,DIS,116.43,28:29.7,116.4539289
Sell,JPM,96.99,29:31.0,96.9727611
Sell,JAKK,6.245,29:31.3,6.236831217
Buy,RMBL,20.71,31:34.4,20.74668684
Sell,RMBL,20.78,33:36.8,20.74668684
Sell,DIS,116.46,33:37.0,116.4539289
Buy,RMBL,20.74,34:38.3,20.74668684
Sell,RMBL,20.97,35:39.7,20.74668684
Buy,JAKK,6.21,36:41.0,6.236831217
Buy,RMBL,20.7206,38:43.5,20.74668684
Sell,JAKK,6.3099,40:45.9,6.236831217
Buy,DIS,116.45,40:46.1,116.4539289
Buy,JAKK,6.22,42:48.6,6.236831217
Sell,RMBL,20.89,45:52.4,20.74668684
Buy,CINF,82.25,45:52.6,82.25214424
Sell,CINF,82.35,47:55.1,82.25214424
Sell,XOM,43.7134,53:01.2,43.68466057
Sell,RADA,6.42,54:02.6,6.418594615
Sell,JAKK,6.2934,54:02.8,6.236831217
Buy,RADA,6.37,55:04.4,6.418594615
Sell,HD,267.39,55:04.6,267.3467334
Sell,INO,21.5601,55:04.8,21.54093532
Sell,BSX,38.47,56:07.2,38.46698413
Buy,INO,21.5,56:07.4,21.54093532
Sell,INO,21.5902,57:08.7,21.54093532
Buy,BSX,38.465,58:10.4,38.46698413
Buy,INO,21.51,01:14.1,21.54093532
Sell,INO,21.54,02:15.3,21.54093532
Buy,INO,21.52,07:22.1,21.54093532
Buy,HD,267.24,11:26.9,267.3467334
Buy,XOM,43.65,14:30.7,43.68466057
Sell,XOM,43.69,16:33.7,43.68466057
Buy,XOM,43.675,17:35.1,43.68466057
Buy,CZR,30.415,18:37.0,30.41997652
Sell,XOM,43.7,20:39.4,43.68466057
Sell,CZR,30.42,20:39.6,30.41997652
Buy,WIMI,7.666,21:41.5,7.687191652
Sell,EA,135.875,22:42.9,135.8161268
Sell,WIMI,7.7397,22:43.1,7.687191652
Buy,CZR,30.415,22:43.3,30.41997652
Buy,WIMI,7.68,23:45.0,7.687191652
Sell,CZR,30.465,23:45.2,30.41997652
Buy,EA,135.8,24:46.5,135.8161268
Sell,WIMI,7.6999,24:46.7,7.687191652
Buy,XOM,43.655,25:48.1,43.68466057
Buy,WIMI,7.68,28:51.8,7.687191652
Sell,WIMI,7.77,29:53.1,7.687191652
Sell,XOM,43.71,30:54.4,43.68466057
Sell,HD,267.44,30:54.6,267.3467334
Sell,EA,136.01,32:57.1,135.8161268
Buy,XOM,43.65,34:59.6,43.68466057
Buy,HD,267.33,34:59.9,267.3467334
Sell,HD,267.38,36:01.3,267.3467334
Buy,JPM,96.97,37:02.8,96.9727611
Sell,DIS,116.49,37:03.0,116.4539289
Sell,PGR,87.61,39:05.6,87.58248612
Buy,PGR,87.56,41:08.0,87.58248612
Sell,PGR,87.585,42:09.3,87.58248612
Sell,JPM,96.98,43:10.7,96.9727611
Buy,PGR,87.53,43:10.9,87.58248612
Buy,WIMI,7.6499,43:11.1,7.687191652
Buy,DIS,116.45,43:11.4,116.4539289
Sell,DIS,116.482,51:22.9,116.4539289
Sell,IBM,125.84,52:24.3,125.8379655
Sell,XOM,43.69,53:26.0,43.68466057
Buy,IBM,125.82,53:26.2,125.8379655
Sell,IBM,125.84,54:27.7,125.8379655
Buy,IBM,125.81,55:29.2,125.8379655
Buy,XOM,43.67,57:32.1,43.68466057
Sell,XOM,43.71,58:33.5,43.68466057
Sell,KO,48.45,58:33.7,48.42695973
Sell,BSX,38.49,59:35.0,38.46698413
Buy,KO,48.41,59:35.5,48.42695973
Buy,EA,135.8,00:36.8,135.8161268
Buy,BSX,38.465,01:38.3,38.46698413
Sell,KO,48.45,02:39.7,48.42695973
Sell,BSX,38.485,04:42.2,38.46698413
Buy,BSX,38.435,06:44.8,38.46698413
Buy,KO,48.41,06:45.0,48.42695973
Sell,KO,48.427,07:46.4,48.42695973
Buy,KO,48.42,08:47.8,48.42695973
Buy,ALT,23.69,09:49.2,23.73485806
Sell,KO,48.435,09:49.4,48.42695973
Sell,BSX,38.4907,10:50.8,38.46698413
Buy,KO,48.415,14:56.6,48.42695973
Sell,ALT,23.8699,16:59.2,23.73485806
Sell,WIMI,7.69,21:04.4,7.687191652
Buy,ZBRA,273.395,22:05.8,273.4570888
Buy,WIMI,7.7,22:06.0,7.687191652
Sell,ZBRA,273.55,23:07.4,273.4570888
Sell,KO,48.435,23:07.6,48.42695973
Buy,KO,48.42,25:10.2,48.42695973
Buy,ZBRA,273.2398,26:11.6,273.4570888
Buy,HD,267.33,27:13.1,267.3467334
Sell,ZBRA,273.735,27:13.2,273.4570888
Sell,WIMI,7.69,27:13.7,7.687191652
Buy,WIMI,7.6773,29:16.3,7.687191652
Buy,ZBRA,273.38,31:18.6,273.4570888
Sell,KO,48.44,31:18.9,48.42695973
Sell,HD,267.43,33:21.4,267.3467334
Sell,ZBRA,273.51,33:21.7,273.4570888
Buy,HD,267.3,34:23.1,267.3467334
Buy,COG,18.2677,35:26.9,18.26835089
Sell,COG,18.275,36:28.5,18.26835089
Buy,COG,18.24,37:29.8,18.26835089
Sell,HD,267.37,39:32.6,267.3467334
Sell,AXP,95.29,39:32.8,95.26857816
Buy,AXP,95.21,41:35.9,95.26857816
Sell,PGR,87.61,44:39.8,87.58248612
Sell,AXP,95.32,45:41.3,95.26857816
Buy,AXP,95.23,46:42.5,95.26857816
Buy,ALT,23.71,46:42.8,23.73485806
Sell,ALT,23.8672,48:45.8,23.73485806
Buy,HD,267.335,50:48.9,267.3467334
Sell,HD,267.41,55:54.8,267.3467334
Buy,XOM,43.69,59:59.7,43.68466057
Buy,HD,267.3,59:59.9,267.3467334
Buy,ZBRA,273.3501,00:00.1,273.4570888
Buy,KO,48.425,00:00.3,48.42695973
Sell,ZBRA,273.59,01:01.8,273.4570888
Sell,XOM,43.7,02:03.1,43.68466057
Buy,ZBRA,273.27,02:03.3,273.4570888
Buy,DHI,65.65,02:03.5,65.70385987
Buy,XOM,43.67,03:05.1,43.68466057
Buy,PGR,87.57,04:06.8,87.58248612
Sell,ZBRA,273.56,05:08.3,273.4570888
Buy,DIS,116.43,05:08.8,116.4539289
Sell,PGR,87.61,06:10.8,87.58248612
Sell,DIS,116.4701,06:11.0,116.4539289
Buy,PGR,87.58,08:14.7,87.58248612
Buy,ZBRA,273.23,08:15.0,273.4570888
Buy,BSX,38.455,09:16.8,38.46698413
Buy,DIS,116.43,09:17.0,116.4539289
Sell,BSX,38.475,10:18.3,38.46698413
Sell,PGR,87.59,10:18.5,87.58248612
Sell,DIS,116.46,10:18.8,116.4539289
Sell,KO,48.43,11:20.1,48.42695973
Buy,DIS,116.4423,11:20.6,116.4539289
Buy,KO,48.425,12:22.0,48.42695973
Buy,ALT,23.67,13:23.3,23.73485806
Sell,DIS,116.48,13:23.5,116.4539289
Sell,COG,18.285,14:24.9,18.26835089
Buy,MSFT,202.91,14:25.1,202.9513716
Buy,DIS,116.42,15:26.6,116.4539289
Buy,BSX,38.46,16:28.0,38.46698413
Buy,HEAR,18.5,17:29.5,18.52965948
Buy,COG,18.26,17:29.6,18.26835089
Sell,DIS,116.46,17:29.9,116.4539289
Sell,BSX,38.485,19:32.3,38.46698413
Sell,HEAR,18.56,20:33.8,18.52965948
Sell,MSFT,203.02,20:34.0,202.9513716
Buy,BSX,38.44,21:35.4,38.46698413
Sell,ALT,23.8,21:35.6,23.73485806
Buy,MSFT,202.84,21:35.9,202.9513716
Buy,HEAR,18.525,22:37.2,18.52965948
Sell,MSFT,202.97,23:38.5,202.9513716
Buy,MSFT,202.85,24:39.9,202.9513716
Sell,HEAR,18.54,25:41.2,18.52965948
Buy,RMBL,20.6701,25:41.4,20.74668684
Buy,PGR,87.54,26:43.6,87.58248612
Sell,RMBL,20.764,26:43.9,20.74668684
Buy,RMBL,20.66,27:45.2,20.74668684
Buy,DIS,116.4,29:48.8,116.4539289
Buy,HEAR,18.52,32:53.3,18.52965948
Sell,PGR,87.61,32:53.5,87.58248612
Buy,PGR,87.56,34:56.2,87.58248612
Buy,BA,171.275,39:01.8,171.2848876
Sell,BA,171.32,41:04.5,171.2848876
Buy,BA,171.1745,43:07.4,171.2848876
Buy,SINA,40.09,44:09.1,40.091347
Sell,PGR,87.63,45:10.5,87.58248612
Sell,SINA,40.1,46:12.0,40.091347
Buy,PGR,87.55,48:14.7,87.58248612
Buy,SINA,40.09,49:16.1,40.091347
Sell,PGR,87.59,49:16.4,87.58248612
Buy,DE,175.905,49:16.6,176.0191346
Buy,SMPL,24.18,50:18.1,24.18553923
Buy,PGR,87.485,50:18.3,87.58248612
Sell,SINA,40.1,51:19.8,40.091347
Buy,CZR,30.37,51:20.0,30.41997652
Buy,SINA,40.1,53:22.7,40.091347
Sell,SINA,40.11,54:24.2,40.091347
Sell,SMPL,24.21,55:25.7,24.18553923
Buy,ALT,23.68,56:27.0,23.73485806
Sell,OVID,6.42,58:30.5,6.758725275
Sell,HEAR,18.38,58:30.7,18.52965948
Sell,RADA,6.35,58:31.0,6.418594615
Sell,EA,134.52,58:31.2,135.8161268
Sell,OSMT,5.18,58:31.4,5.414169112
Sell,ALRM,66.55,58:31.6,67.62295526
Sell,MMM,155.23,58:31.8,161.9325717
Sell,NKE,96.19,58:32.1,97.6964031
Sell,XOM,43.51,58:32.3,43.68466057
Sell,INTC,49.215,58:32.5,50.12549567
Sell,JNJ,146.86,58:32.7,147.809726
Sell,IBM,124.31,58:32.9,125.8379655
Sell,CXO,51.72,58:33.1,52.69122239
Sell,EA,134.49,58:33.3,135.8161268
Sell,SYY,53.48,58:33.6,54.16272462
Sell,BSX,38.16,58:33.8,38.46698413
Sell,PGR,87.37,58:34.1,87.58248612
Sell,FFIV,138.1251,58:34.3,150.7273872
Sell,DE,175.565,58:34.5,176.0191346
Sell,JRJC,10.03,58:34.7,10.53489862
Sell,RMBL,20.51,58:34.9,20.74668684
Sell,CATY,24.575,58:35.1,25.08238902
Sell,HD,264.84,58:35.3,267.3467334
Sell,AXP,94.18,58:35.5,95.26857816
Sell,ZBRA,271.22,58:35.7,273.4570888
Sell,DHI,64.345,58:35.9,65.70385987
Sell,PFG,43.325,58:36.1,44.6395928
Sell,XRX,15.245,58:36.3,15.67083603
Sell,ALT,23.67,58:36.5,23.73485806
Sell,GS,201.44,58:36.7,202.8916741
Sell,TRV,114.98,58:36.9,116.7280647
Sell,WIMI,7.43,58:37.2,7.687191652
Sell,CZR,30.23,58:37.4,30.41997652
Sell,COG,18.235,58:37.6,18.26835089
Sell,BA,170.88,58:37.7,171.2848876
Sell,INO,20.79,58:37.9,21.54093532
Sell,KO,48.1,58:38.1,48.42695973
Sell,PSTX,13.11,58:38.3,14.83041522
Sell,DIS,115.99,58:38.5,116.4539289
Sell,MSFT,202.04,58:38.7,202.9513716
